Epoch	Accuracy	Loss
0		0.8059		0.5422
1		0.8740		0.3508
2		0.8893		0.3069
3		0.8985		0.2775
4		0.9068		0.2546
5		0.9135		0.2345
6		0.9207		0.2160
7		0.9258		0.2013
8		0.9303		0.1893
9		0.9360		0.1736
10		0.9401		0.1614
11		0.9443		0.1485
12		0.9476		0.1420
13		0.9539		0.1254
14		0.9559		0.1180
15		0.9604		0.1070
16		0.9628		0.0999
17		0.9663		0.0908
18		0.9700		0.0809
19		0.9713		0.0765
Accuracy: 0.9139000177383423
Time: 209.07495141029358's
