Epoch	Accuracy	Loss
0		0.7670		0.6396
1		0.8490		0.4128
2		0.8685		0.3608
3		0.8803		0.3300
4		0.8873		0.3080
5		0.8927		0.2937
6		0.8966		0.2803
7		0.9016		0.2665
8		0.9040		0.2586
9		0.9070		0.2500
10		0.9089		0.2428
11		0.9122		0.2360
12		0.9143		0.2298
13		0.9177		0.2196
14		0.9181		0.2166
15		0.9188		0.2121
16		0.9221		0.2068
17		0.9230		0.2047
18		0.9233		0.1991
19		0.9256		0.1978
Accuracy: 0.9175000190734863
Time: 237.07015681266785's
